------------------------------------------------------------------------------
File Creation Date/Time: 22 mars 2023 13:03:00
Block Name: AuxAntPositions1 (SBF)

Sync1,Sync2,CRC,ID,BlockNumber,Revision,Length [B],TOW [s],WNc [w],TOWc [s],N,SBLength [B],NrSV,Error,AmbiguityType,AuxAntID,DeltaEast [m],DeltaNorth [m],DeltaUp [m],EastVel [m/s],NorthVel [m/s],UpVel [m/s]
$,@,26089,5942,5942,0,68,295315.000,2254,295315.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.439,-0.048,-0.002,0.002,0.002
$,@,52417,5942,5942,0,68,295316.000,2254,295316.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.948,-2.438,-0.049,0.006,-0.005,0.002
$,@,12430,5942,5942,0,68,295317.000,2254,295317.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.949,-2.438,-0.049,-0.003,-0.011,0.001
$,@,64844,5942,5942,0,68,295318.000,2254,295318.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.948,-2.438,-0.049,0.004,0.002,-0.000
$,@,47094,5942,5942,0,68,295319.000,2254,295319.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.051,-0.001,-0.003,-0.000
$,@,19537,5942,5942,0,68,295320.000,2254,295320.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.948,-2.437,-0.051,-0.003,-0.001,-0.001
$,@,14885,5942,5942,0,68,295321.000,2254,295321.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.948,-2.438,-0.051,0.003,-0.011,0.004
$,@,45866,5942,5942,0,68,295322.000,2254,295322.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.948,-2.437,-0.051,0.002,0.002,-0.002
$,@,24325,5942,5942,0,68,295323.000,2254,295323.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.050,-0.005,0.005,0.002
$,@,61290,5942,5942,0,68,295324.000,2254,295324.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.050,0.007,0.002,-0.001
$,@,27943,5942,5942,0,68,295325.000,2254,295325.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.051,0.011,0.002,-0.008
$,@,52478,5942,5942,0,68,295326.000,2254,295326.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.050,0.003,0.003,-0.003
$,@,51790,5942,5942,0,68,295327.000,2254,295327.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.050,0.002,0.001,-0.003
$,@,64796,5942,5942,0,68,295328.000,2254,295328.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.049,-0.005,-0.012,0.005
$,@,23464,5942,5942,0,68,295329.000,2254,295329.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.050,0.008,-0.001,0.000
$,@,62636,5942,5942,0,68,295330.000,2254,295330.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.048,0.003,0.007,-0.003
$,@,47705,5942,5942,0,68,295331.000,2254,295331.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.049,0.002,0.006,-0.000
$,@,36989,5942,5942,0,68,295332.000,2254,295332.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.051,-0.001,-0.005,-0.006
$,@,63752,5942,5942,0,68,295333.000,2254,295333.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.050,0.006,0.002,0.000
$,@,42084,5942,5942,0,68,295334.000,2254,295334.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.051,0.001,0.007,-0.002
$,@,48702,5942,5942,0,68,295335.000,2254,295335.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.948,-2.436,-0.051,0.002,0.006,-0.004
$,@,57898,5942,5942,0,68,295336.000,2254,295336.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.050,0.003,-0.005,0.000
$,@,29416,5942,5942,0,68,295337.000,2254,295337.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.049,-0.004,0.004,-0.001
$,@,32416,5942,5942,0,68,295338.000,2254,295338.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.050,0.001,0.007,-0.004
$,@,18427,5942,5942,0,68,295339.000,2254,295339.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.049,0.006,0.000,0.009
$,@,55123,5942,5942,0,68,295340.000,2254,295340.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.049,0.009,0.008,0.001
$,@,34260,5942,5942,0,68,295341.000,2254,295341.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.049,-0.004,-0.002,0.002
$,@,19477,5942,5942,0,68,295342.000,2254,295342.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.049,-0.001,0.010,-0.002
$,@,54433,5942,5942,0,68,295343.000,2254,295343.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.050,-0.006,0.005,-0.003
$,@,31997,5942,5942,0,68,295344.000,2254,295344.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.049,-0.000,-0.011,0.001
$,@,13480,5942,5942,0,68,295345.000,2254,295345.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.048,0.002,-0.010,0.006
$,@,3086,5942,5942,0,68,295346.000,2254,295346.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.049,-0.000,0.003,0.003
$,@,55475,5942,5942,0,68,295347.000,2254,295347.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.050,-0.001,0.002,-0.005
$,@,22691,5942,5942,0,68,295348.000,2254,295348.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.048,0.000,0.003,-0.006
$,@,65320,5942,5942,0,68,295349.000,2254,295349.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.050,-0.002,0.002,-0.000
$,@,24725,5942,5942,0,68,295350.000,2254,295350.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.948,-2.435,-0.049,-0.002,0.003,-0.002
$,@,38879,5942,5942,0,68,295351.000,2254,295351.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.049,0.007,0.005,0.001
$,@,49298,5942,5942,0,68,295352.000,2254,295352.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.948,-2.435,-0.050,0.002,0.006,-0.006
$,@,33839,5942,5942,0,68,295353.000,2254,295353.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.049,0.005,0.009,0.001
$,@,28983,5942,5942,0,68,295354.000,2254,295354.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.948,-2.435,-0.048,-0.016,0.001,0.004
$,@,23312,5942,5942,0,68,295355.000,2254,295355.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.050,0.008,-0.009,-0.002
$,@,3359,5942,5942,0,68,295356.000,2254,295356.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.050,0.000,-0.005,-0.002
$,@,63391,5942,5942,0,68,295357.000,2254,295357.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.049,-0.001,0.004,-0.001
$,@,35824,5942,5942,0,68,295358.000,2254,295358.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.049,-0.003,0.009,-0.007
$,@,1460,5942,5942,0,68,295359.000,2254,295359.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.048,0.002,-0.002,0.003
$,@,42586,5942,5942,0,68,295360.000,2254,295360.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.049,0.000,-0.003,0.003
$,@,57775,5942,5942,0,68,295361.000,2254,295361.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.049,-0.001,0.003,0.001
$,@,5151,5942,5942,0,68,295362.000,2254,295362.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.049,0.001,-0.000,0.001
$,@,23625,5942,5942,0,68,295363.000,2254,295363.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.050,0.002,-0.001,-0.001
$,@,65033,5942,5942,0,68,295364.000,2254,295364.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.050,-0.004,0.008,0.000
$,@,58325,5942,5942,0,68,295365.000,2254,295365.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.049,0.000,0.004,-0.002
$,@,56217,5942,5942,0,68,295366.000,2254,295366.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.049,0.003,-0.008,0.007
$,@,3701,5942,5942,0,68,295367.000,2254,295367.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.050,-0.002,-0.000,-0.001
$,@,13329,5942,5942,0,68,295368.000,2254,295368.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.051,-0.006,0.001,0.002
$,@,60615,5942,5942,0,68,295369.000,2254,295369.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.050,0.004,-0.002,0.004
$,@,41868,5942,5942,0,68,295370.000,2254,295370.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.050,0.007,-0.015,0.002
$,@,36022,5942,5942,0,68,295371.000,2254,295371.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.051,0.004,0.009,-0.001
$,@,32833,5942,5942,0,68,295372.000,2254,295372.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.439,-0.049,-0.003,-0.005,-0.001
$,@,47130,5942,5942,0,68,295373.000,2254,295373.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.050,-0.009,0.006,-0.002
$,@,57563,5942,5942,0,68,295374.000,2254,295374.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.050,-0.000,-0.001,-0.005
$,@,53569,5942,5942,0,68,295375.000,2254,295375.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.049,-0.008,0.004,0.007
$,@,61577,5942,5942,0,68,295376.000,2254,295376.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.048,-0.006,0.002,-0.002
$,@,49139,5942,5942,0,68,295377.000,2254,295377.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.050,0.005,0.002,-0.003
$,@,40673,5942,5942,0,68,295378.000,2254,295378.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.048,0.005,-0.002,0.000
$,@,24935,5942,5942,0,68,295379.000,2254,295379.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.049,-0.002,0.002,0.000
$,@,30521,5942,5942,0,68,295380.000,2254,295380.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.049,-0.003,0.002,0.002
$,@,8809,5942,5942,0,68,295381.000,2254,295381.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.048,-0.004,-0.002,0.002
$,@,50237,5942,5942,0,68,295382.000,2254,295382.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.047,0.008,0.003,0.002
$,@,17942,5942,5942,0,68,295383.000,2254,295383.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.048,0.002,-0.007,-0.001
$,@,3305,5942,5942,0,68,295384.000,2254,295384.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.050,0.010,0.008,-0.009
$,@,2247,5942,5942,0,68,295385.000,2254,295385.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.048,-0.003,-0.004,0.000
$,@,25526,5942,5942,0,68,295386.000,2254,295386.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.049,-0.000,-0.013,-0.008
$,@,22973,5942,5942,0,68,295387.000,2254,295387.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.048,0.001,-0.003,-0.000
$,@,19260,5942,5942,0,68,295388.000,2254,295388.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.048,-0.003,0.014,-0.001
$,@,63412,5942,5942,0,68,295389.000,2254,295389.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.048,0.000,0.000,-0.003
$,@,35975,5942,5942,0,68,295390.000,2254,295390.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.047,-0.005,0.005,0.003
$,@,18505,5942,5942,0,68,295391.000,2254,295391.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.048,-0.004,0.019,0.000
$,@,16173,5942,5942,0,68,295392.000,2254,295392.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.047,0.000,0.001,0.002
$,@,14608,5942,5942,0,68,295393.000,2254,295393.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.047,-0.005,-0.008,0.002
$,@,9725,5942,5942,0,68,295394.000,2254,295394.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.048,0.004,-0.002,-0.006
$,@,11568,5942,5942,0,68,295395.000,2254,295395.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.048,-0.001,-0.001,-0.001
$,@,13321,5942,5942,0,68,295396.000,2254,295396.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.047,-0.007,0.003,0.005
$,@,63961,5942,5942,0,68,295397.000,2254,295397.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.047,0.007,0.003,-0.005
$,@,11047,5942,5942,0,68,295398.000,2254,295398.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.048,-0.002,0.018,-0.004
$,@,14225,5942,5942,0,68,295399.000,2254,295399.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.048,0.003,0.005,-0.002
$,@,28389,5942,5942,0,68,295400.000,2254,295400.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.947,-2.438,-0.047,-0.003,-0.005,-0.002
$,@,43115,5942,5942,0,68,295401.000,2254,295401.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.048,-0.006,0.009,-0.006
$,@,55721,5942,5942,0,68,295402.000,2254,295402.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.048,-0.002,-0.001,-0.000
$,@,32054,5942,5942,0,68,295403.000,2254,295403.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.046,-0.002,0.004,-0.001
$,@,46508,5942,5942,0,68,295404.000,2254,295404.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.046,0.007,-0.003,0.003
$,@,34227,5942,5942,0,68,295405.000,2254,295405.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.046,0.002,0.009,-0.003
$,@,30646,5942,5942,0,68,295406.000,2254,295406.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.047,0.006,-0.008,0.004
$,@,43529,5942,5942,0,68,295407.000,2254,295407.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.049,0.006,0.004,-0.008
$,@,26015,5942,5942,0,68,295408.000,2254,295408.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.048,0.003,0.002,0.001
$,@,21139,5942,5942,0,68,295409.000,2254,295409.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.046,-0.004,-0.008,0.006
$,@,58311,5942,5942,0,68,295410.000,2254,295410.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.046,-0.004,0.007,0.004
$,@,21961,5942,5942,0,68,295411.000,2254,295411.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.047,0.002,0.008,-0.004
$,@,16217,5942,5942,0,68,295412.000,2254,295412.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.047,-0.002,0.001,0.002
$,@,26798,5942,5942,0,68,295413.000,2254,295413.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.440,-0.047,-0.000,0.005,-0.007
$,@,19571,5942,5942,0,68,295414.000,2254,295414.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.045,0.003,-0.002,0.005
$,@,24956,5942,5942,0,68,295415.000,2254,295415.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.047,0.001,-0.012,0.001
$,@,44194,5942,5942,0,68,295416.000,2254,295416.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.045,0.006,-0.001,-0.001
$,@,30728,5942,5942,0,68,295417.000,2254,295417.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.046,0.005,0.001,0.001
$,@,59133,5942,5942,0,68,295418.000,2254,295418.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.047,0.005,-0.008,-0.005
$,@,50918,5942,5942,0,68,295419.000,2254,295419.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.047,0.005,0.006,0.004
$,@,49001,5942,5942,0,68,295420.000,2254,295420.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.046,0.003,-0.005,-0.001
$,@,33956,5942,5942,0,68,295421.000,2254,295421.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.047,-0.004,-0.005,0.002
$,@,53029,5942,5942,0,68,295422.000,2254,295422.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.048,0.003,0.004,0.002
$,@,12136,5942,5942,0,68,295423.000,2254,295423.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.047,0.000,-0.010,0.004
$,@,6988,5942,5942,0,68,295424.000,2254,295424.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.048,-0.002,-0.004,-0.002
$,@,32837,5942,5942,0,68,295425.000,2254,295425.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.048,-0.000,0.010,-0.003
$,@,53503,5942,5942,0,68,295426.000,2254,295426.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.047,0.001,0.005,-0.001
$,@,16056,5942,5942,0,68,295427.000,2254,295427.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.048,-0.000,0.003,0.002
$,@,61499,5942,5942,0,68,295428.000,2254,295428.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.047,-0.005,-0.001,0.006
$,@,27982,5942,5942,0,68,295429.000,2254,295429.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.048,-0.002,-0.002,0.003
$,@,53908,5942,5942,0,68,295430.000,2254,295430.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.048,-0.002,0.008,0.003
$,@,37101,5942,5942,0,68,295431.000,2254,295431.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.048,0.010,0.005,0.002
$,@,41055,5942,5942,0,68,295432.000,2254,295432.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.048,-0.002,-0.013,0.002
$,@,31710,5942,5942,0,68,295433.000,2254,295433.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.048,-0.004,-0.001,-0.003
$,@,19349,5942,5942,0,68,295434.000,2254,295434.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.047,-0.002,-0.000,-0.002
$,@,18493,5942,5942,0,68,295435.000,2254,295435.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.047,-0.000,0.001,-0.005
$,@,61312,5942,5942,0,68,295436.000,2254,295436.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.048,-0.005,-0.005,-0.002
$,@,45416,5942,5942,0,68,295437.000,2254,295437.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.047,-0.003,-0.007,0.003
$,@,61771,5942,5942,0,68,295438.000,2254,295438.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.046,0.007,0.001,-0.001
$,@,24312,5942,5942,0,68,295439.000,2254,295439.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.045,0.004,0.012,0.003
$,@,6730,5942,5942,0,68,295440.000,2254,295440.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.047,0.001,-0.006,0.001
$,@,34981,5942,5942,0,68,295441.000,2254,295441.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.046,-0.001,0.003,0.005
$,@,59356,5942,5942,0,68,295442.000,2254,295442.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.047,-0.002,0.004,-0.000
$,@,18752,5942,5942,0,68,295443.000,2254,295443.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.440,-0.046,0.009,-0.006,0.002
$,@,2264,5942,5942,0,68,295444.000,2254,295444.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.046,0.009,0.008,-0.002
$,@,27462,5942,5942,0,68,295445.000,2254,295445.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.046,-0.006,0.008,0.001
$,@,59816,5942,5942,0,68,295446.000,2254,295446.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.046,-0.000,0.005,0.001
$,@,49519,5942,5942,0,68,295447.000,2254,295447.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.045,0.004,-0.022,-0.001
$,@,7135,5942,5942,0,68,295448.000,2254,295448.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.045,0.004,0.008,-0.003
$,@,10934,5942,5942,0,68,295449.000,2254,295449.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.047,-0.003,0.011,-0.002
$,@,48762,5942,5942,0,68,295450.000,2254,295450.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.047,-0.009,0.004,-0.001
$,@,13367,5942,5942,0,68,295451.000,2254,295451.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.046,0.001,-0.005,-0.004
$,@,64443,5942,5942,0,68,295452.000,2254,295452.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.047,0.003,-0.003,-0.011
$,@,11229,5942,5942,0,68,295453.000,2254,295453.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.045,-0.005,-0.001,-0.006
$,@,16135,5942,5942,0,68,295454.000,2254,295454.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.046,0.003,0.009,-0.006
$,@,62135,5942,5942,0,68,295455.000,2254,295455.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.045,0.001,-0.004,0.000
$,@,26560,5942,5942,0,68,295456.000,2254,295456.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.044,0.004,0.001,0.002
$,@,35867,5942,5942,0,68,295457.000,2254,295457.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.045,-0.001,0.002,-0.001
$,@,13915,5942,5942,0,68,295458.000,2254,295458.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.947,-2.439,-0.045,-0.009,0.014,-0.000
$,@,21047,5942,5942,0,68,295459.000,2254,295459.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.947,-2.439,-0.047,-0.003,-0.002,-0.003
$,@,46569,5942,5942,0,68,295460.000,2254,295460.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.045,-0.005,-0.008,0.005
$,@,38868,5942,5942,0,68,295461.000,2254,295461.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.046,0.006,0.005,0.003
$,@,23044,5942,5942,0,68,295462.000,2254,295462.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.440,-0.047,-0.005,0.001,-0.000
$,@,15250,5942,5942,0,68,295463.000,2254,295463.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.947,-2.440,-0.046,-0.001,-0.008,-0.003
$,@,25224,5942,5942,0,68,295464.000,2254,295464.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.046,0.010,0.008,-0.002
$,@,799,5942,5942,0,68,295465.000,2254,295465.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.046,0.001,-0.004,0.003
$,@,30053,5942,5942,0,68,295466.000,2254,295466.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.946,-2.439,-0.045,-0.009,0.009,0.001
$,@,51056,5942,5942,0,68,295467.000,2254,295467.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.440,-0.045,0.006,-0.003,0.002
$,@,61491,5942,5942,0,68,295468.000,2254,295468.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.045,-0.003,-0.007,-0.002
$,@,37227,5942,5942,0,68,295469.000,2254,295469.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.438,-0.047,0.004,0.005,-0.003
$,@,36060,5942,5942,0,68,295470.000,2254,295470.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.044,0.002,-0.000,0.001
$,@,42975,5942,5942,0,68,295471.000,2254,295471.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.944,-2.441,-0.045,0.000,-0.006,-0.001
$,@,7455,5942,5942,0,68,295472.000,2254,295472.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.045,0.001,-0.014,0.008
$,@,63084,5942,5942,0,68,295473.000,2254,295473.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.045,0.000,-0.018,0.003
$,@,14817,5942,5942,0,68,295474.000,2254,295474.000,1,52,27,No Error,Fixed Ambiguities,Aux1,-6.945,-2.440,-0.045,0.008,-0.007,0.005
$,@,45625,5942,5942,0,68,295475.000,2254,295475.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.439,-0.046,-0.006,0.000,-0.001
$,@,28902,5942,5942,0,68,295476.000,2254,295476.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.945,-2.438,-0.046,0.003,0.001,-0.004
$,@,11733,5942,5942,0,68,295477.000,2254,295477.000,1,52,26,No Error,Fixed Ambiguities,Aux1,-6.944,-2.441,-0.044,-0.003,0.004,0.005
