------------------------------------------------------------------------------
File Creation Date/Time: 22 mars 2023 13:03:00
Block Name: AuxAntPositions1 (SBF)

Sync1,Sync2,CRC,ID,BlockNumber,Revision,Length [B],TOW [s],WNc [w],TOWc [s],N,SBLength [B],NrSV,Error,AmbiguityType,AuxAntID,DeltaEast [m],DeltaNorth [m],DeltaUp [m],EastVel [m/s],NorthVel [m/s],UpVel [m/s]
$,@,49216,5942,5942,0,68,298331.000,2254,298331.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.943,-2.436,-0.035,0.000,-0.013,-0.002
$,@,54235,5942,5942,0,68,298332.000,2254,298332.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.433,-0.033,-0.004,0.011,0.004
$,@,13261,5942,5942,0,68,298333.000,2254,298333.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.034,-0.004,0.004,-0.006
$,@,41343,5942,5942,0,68,298334.000,2254,298334.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.035,-0.004,0.001,-0.000
$,@,32370,5942,5942,0,68,298335.000,2254,298335.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.035,0.008,0.005,-0.007
$,@,29855,5942,5942,0,68,298336.000,2254,298336.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.034,-0.002,0.013,0.002
$,@,8408,5942,5942,0,68,298337.000,2254,298337.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.433,-0.036,0.005,0.003,-0.004
$,@,43402,5942,5942,0,68,298338.000,2254,298338.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.035,0.003,0.002,-0.004
$,@,64934,5942,5942,0,68,298339.000,2254,298339.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.035,0.002,0.000,0.003
$,@,16897,5942,5942,0,68,298340.000,2254,298340.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.435,-0.035,0.005,0.001,-0.001
$,@,11330,5942,5942,0,68,298341.000,2254,298341.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.035,-0.006,-0.011,0.006
$,@,32040,5942,5942,0,68,298342.000,2254,298342.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.036,0.007,-0.010,-0.004
$,@,2614,5942,5942,0,68,298343.000,2254,298343.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.036,-0.009,0.005,0.000
$,@,58017,5942,5942,0,68,298344.000,2254,298344.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.434,-0.035,-0.002,-0.004,0.003
$,@,59787,5942,5942,0,68,298345.000,2254,298345.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.034,-0.006,0.000,-0.001
$,@,11717,5942,5942,0,68,298346.000,2254,298346.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.033,0.003,0.004,-0.003
$,@,6685,5942,5942,0,68,298347.000,2254,298347.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.035,0.002,0.008,0.000
$,@,60309,5942,5942,0,68,298348.000,2254,298348.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,-0.002,0.000,0.005
$,@,24519,5942,5942,0,68,298349.000,2254,298349.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.036,-0.004,0.004,0.006
$,@,65344,5942,5942,0,68,298350.000,2254,298350.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.038,0.003,0.006,-0.007
$,@,16143,5942,5942,0,68,298351.000,2254,298351.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.039,-0.013,0.014,-0.003
$,@,21605,5942,5942,0,68,298352.000,2254,298352.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.037,-0.004,0.017,0.004
$,@,1287,5942,5942,0,68,298353.000,2254,298353.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.038,0.005,0.007,-0.011
$,@,33827,5942,5942,0,68,298354.000,2254,298354.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.037,-0.002,-0.019,0.003
$,@,29338,5942,5942,0,68,298355.000,2254,298355.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,-0.001,-0.001,0.003
$,@,5285,5942,5942,0,68,298356.000,2254,298356.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.037,0.002,-0.006,-0.006
$,@,17883,5942,5942,0,68,298357.000,2254,298357.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.036,0.001,0.009,-0.003
$,@,8498,5942,5942,0,68,298358.000,2254,298358.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.034,0.005,0.002,0.005
$,@,27,5942,5942,0,68,298359.000,2254,298359.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.037,-0.004,-0.002,-0.000
$,@,43941,5942,5942,0,68,298360.000,2254,298360.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.036,0.010,-0.004,0.004
$,@,42934,5942,5942,0,68,298361.000,2254,298361.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.035,0.000,0.003,-0.002
$,@,36164,5942,5942,0,68,298362.000,2254,298362.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,-0.001,-0.010,-0.000
$,@,48114,5942,5942,0,68,298363.000,2254,298363.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,-0.006,-0.009,-0.000
$,@,41157,5942,5942,0,68,298364.000,2254,298364.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,0.004,0.001,0.003
$,@,31439,5942,5942,0,68,298365.000,2254,298365.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,0.004,0.011,-0.002
$,@,6111,5942,5942,0,68,298366.000,2254,298366.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.944,-2.436,-0.037,0.002,-0.002,-0.004
$,@,13137,5942,5942,0,68,298367.000,2254,298367.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.035,0.005,0.007,0.004
$,@,34661,5942,5942,0,68,298368.000,2254,298368.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.035,0.002,-0.005,-0.001
$,@,49262,5942,5942,0,68,298369.000,2254,298369.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.035,-0.002,0.012,0.000
$,@,36199,5942,5942,0,68,298370.000,2254,298370.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.036,-0.004,0.003,0.002
$,@,42928,5942,5942,0,68,298371.000,2254,298371.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.035,-0.007,0.009,-0.001
$,@,49706,5942,5942,0,68,298372.000,2254,298372.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.035,-0.009,-0.001,0.007
$,@,38624,5942,5942,0,68,298373.000,2254,298373.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.036,0.005,-0.006,0.003
$,@,53486,5942,5942,0,68,298374.000,2254,298374.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.433,-0.037,-0.006,0.012,-0.002
$,@,52574,5942,5942,0,68,298375.000,2254,298375.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.035,0.002,-0.015,0.003
$,@,13949,5942,5942,0,68,298376.000,2254,298376.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.036,0.000,-0.001,-0.002
$,@,11149,5942,5942,0,68,298377.000,2254,298377.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.036,-0.005,-0.004,0.001
$,@,22021,5942,5942,0,68,298378.000,2254,298378.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.035,0.007,-0.006,-0.000
$,@,32126,5942,5942,0,68,298379.000,2254,298379.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,-0.002,-0.012,-0.004
$,@,20945,5942,5942,0,68,298380.000,2254,298380.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.036,0.003,-0.005,0.004
$,@,9337,5942,5942,0,68,298381.000,2254,298381.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.034,0.007,-0.005,0.001
$,@,49865,5942,5942,0,68,298382.000,2254,298382.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.034,-0.011,-0.003,-0.002
$,@,52689,5942,5942,0,68,298383.000,2254,298383.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.034,0.007,-0.011,0.001
$,@,987,5942,5942,0,68,298384.000,2254,298384.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.035,0.004,0.002,0.001
$,@,46394,5942,5942,0,68,298385.000,2254,298385.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.035,0.003,-0.010,-0.000
$,@,42307,5942,5942,0,68,298386.000,2254,298386.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.034,-0.006,0.001,0.006
$,@,12079,5942,5942,0,68,298387.000,2254,298387.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.035,0.003,-0.008,0.001
$,@,24716,5942,5942,0,68,298388.000,2254,298388.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.035,-0.007,0.005,0.002
$,@,17362,5942,5942,0,68,298389.000,2254,298389.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.036,0.007,0.001,-0.005
$,@,41004,5942,5942,0,68,298390.000,2254,298390.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.035,0.009,-0.005,0.002
$,@,42234,5942,5942,0,68,298391.000,2254,298391.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.037,-0.002,-0.001,0.001
$,@,16445,5942,5942,0,68,298392.000,2254,298392.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.036,0.002,0.004,0.001
$,@,4647,5942,5942,0,68,298393.000,2254,298393.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,0.003,-0.001,0.002
$,@,43722,5942,5942,0,68,298394.000,2254,298394.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.036,0.002,-0.004,0.002
$,@,36252,5942,5942,0,68,298395.000,2254,298395.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.036,0.002,-0.010,-0.005
$,@,41007,5942,5942,0,68,298396.000,2254,298396.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.035,-0.007,0.003,0.005
$,@,42064,5942,5942,0,68,298397.000,2254,298397.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.035,0.005,0.007,0.001
$,@,35913,5942,5942,0,68,298398.000,2254,298398.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.034,0.002,-0.005,0.011
$,@,62041,5942,5942,0,68,298399.000,2254,298399.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,0.002,-0.004,-0.000
$,@,50456,5942,5942,0,68,298400.000,2254,298400.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.036,0.001,-0.007,0.005
$,@,492,5942,5942,0,68,298401.000,2254,298401.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.036,-0.006,0.005,0.003
$,@,30334,5942,5942,0,68,298402.000,2254,298402.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.036,-0.003,0.005,0.003
$,@,24953,5942,5942,0,68,298403.000,2254,298403.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.036,0.005,-0.004,-0.005
$,@,28797,5942,5942,0,68,298404.000,2254,298404.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.036,-0.002,-0.002,0.004
$,@,40308,5942,5942,0,68,298405.000,2254,298405.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.038,0.003,0.001,-0.007
$,@,59989,5942,5942,0,68,298406.000,2254,298406.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.037,-0.001,-0.004,0.002
$,@,10430,5942,5942,0,68,298407.000,2254,298407.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.037,0.003,0.006,-0.001
$,@,7505,5942,5942,0,68,298408.000,2254,298408.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.039,-0.013,0.008,-0.001
$,@,3287,5942,5942,0,68,298409.000,2254,298409.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.036,-0.003,0.005,0.004
$,@,52719,5942,5942,0,68,298410.000,2254,298410.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,-0.001,-0.010,0.002
$,@,50034,5942,5942,0,68,298411.000,2254,298411.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.037,-0.001,0.002,0.006
$,@,14707,5942,5942,0,68,298412.000,2254,298412.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.433,-0.037,-0.002,-0.000,0.002
$,@,16695,5942,5942,0,68,298413.000,2254,298413.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.038,-0.005,0.001,-0.001
$,@,55627,5942,5942,0,68,298414.000,2254,298414.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.037,0.000,0.006,0.003
$,@,24715,5942,5942,0,68,298415.000,2254,298415.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,-0.001,-0.002,-0.004
$,@,51530,5942,5942,0,68,298416.000,2254,298416.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.036,0.002,0.005,-0.005
$,@,61019,5942,5942,0,68,298417.000,2254,298417.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.037,-0.002,0.002,-0.007
$,@,38392,5942,5942,0,68,298418.000,2254,298418.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.037,0.003,0.002,-0.000
$,@,2330,5942,5942,0,68,298419.000,2254,298419.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.035,0.007,-0.002,0.001
$,@,14718,5942,5942,0,68,298420.000,2254,298420.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.035,0.008,-0.003,0.006
$,@,21116,5942,5942,0,68,298421.000,2254,298421.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.036,-0.002,-0.000,-0.001
$,@,37607,5942,5942,0,68,298422.000,2254,298422.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.037,0.006,0.007,-0.005
$,@,28927,5942,5942,0,68,298423.000,2254,298423.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.036,-0.001,-0.004,0.010
$,@,502,5942,5942,0,68,298424.000,2254,298424.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.948,-2.434,-0.035,0.001,-0.007,0.003
$,@,63203,5942,5942,0,68,298425.000,2254,298425.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.948,-2.434,-0.036,-0.003,0.009,-0.003
$,@,50429,5942,5942,0,68,298426.000,2254,298426.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.948,-2.435,-0.035,0.002,0.007,0.002
$,@,62521,5942,5942,0,68,298427.000,2254,298427.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.036,0.007,0.006,-0.002
$,@,50160,5942,5942,0,68,298428.000,2254,298428.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.034,0.002,0.001,0.006
$,@,42108,5942,5942,0,68,298429.000,2254,298429.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.948,-2.435,-0.036,-0.003,-0.007,0.003
$,@,23698,5942,5942,0,68,298430.000,2254,298430.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.949,-2.435,-0.039,-0.006,0.007,-0.003
$,@,58692,5942,5942,0,68,298431.000,2254,298431.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.948,-2.434,-0.038,0.002,-0.002,-0.001
$,@,45149,5942,5942,0,68,298432.000,2254,298432.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.948,-2.434,-0.037,-0.008,0.008,-0.001
$,@,61407,5942,5942,0,68,298433.000,2254,298433.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.037,0.005,-0.010,-0.008
$,@,38740,5942,5942,0,68,298434.000,2254,298434.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.037,0.011,0.001,0.002
$,@,23068,5942,5942,0,68,298435.000,2254,298435.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.948,-2.435,-0.037,-0.005,-0.002,-0.002
$,@,34046,5942,5942,0,68,298436.000,2254,298436.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.038,0.001,0.002,-0.004
$,@,43690,5942,5942,0,68,298437.000,2254,298437.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.948,-2.436,-0.038,-0.008,-0.011,-0.001
$,@,32405,5942,5942,0,68,298438.000,2254,298438.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.037,0.002,0.007,0.004
$,@,12737,5942,5942,0,68,298439.000,2254,298439.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,-0.002,0.003,0.002
$,@,52171,5942,5942,0,68,298440.000,2254,298440.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.037,-0.001,0.002,0.002
$,@,19794,5942,5942,0,68,298441.000,2254,298441.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.036,0.004,-0.009,0.003
$,@,33919,5942,5942,0,68,298442.000,2254,298442.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.038,0.006,0.003,-0.004
$,@,59246,5942,5942,0,68,298443.000,2254,298443.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.039,-0.003,0.006,-0.007
$,@,62978,5942,5942,0,68,298444.000,2254,298444.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.038,-0.000,-0.011,-0.001
$,@,26284,5942,5942,0,68,298445.000,2254,298445.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.037,0.003,-0.005,0.006
$,@,65291,5942,5942,0,68,298446.000,2254,298446.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.039,-0.004,-0.011,0.006
$,@,27473,5942,5942,0,68,298447.000,2254,298447.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.039,0.002,0.003,-0.005
$,@,47621,5942,5942,0,68,298448.000,2254,298448.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.037,0.002,0.001,0.003
$,@,5237,5942,5942,0,68,298449.000,2254,298449.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.037,0.003,-0.000,-0.001
$,@,56948,5942,5942,0,68,298450.000,2254,298450.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.437,-0.036,-0.004,-0.007,-0.004
$,@,33241,5942,5942,0,68,298451.000,2254,298451.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.435,-0.036,0.004,0.006,0.001
$,@,53529,5942,5942,0,68,298452.000,2254,298452.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,-0.001,0.004,0.002
$,@,20422,5942,5942,0,68,298453.000,2254,298453.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.037,0.002,0.004,-0.002
$,@,5206,5942,5942,0,68,298454.000,2254,298454.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.037,0.004,-0.006,-0.000
$,@,63227,5942,5942,0,68,298455.000,2254,298455.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.037,0.006,-0.007,0.001
$,@,8201,5942,5942,0,68,298456.000,2254,298456.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.438,-0.037,0.003,-0.006,-0.006
$,@,37709,5942,5942,0,68,298457.000,2254,298457.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.037,0.005,0.005,0.004
$,@,33709,5942,5942,0,68,298458.000,2254,298458.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.037,-0.003,-0.005,-0.003
$,@,28987,5942,5942,0,68,298459.000,2254,298459.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.036,0.001,-0.011,0.006
$,@,11760,5942,5942,0,68,298460.000,2254,298460.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,-0.001,0.002,0.000
$,@,59478,5942,5942,0,68,298461.000,2254,298461.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.436,-0.036,0.003,-0.014,0.002
$,@,36401,5942,5942,0,68,298462.000,2254,298462.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.036,-0.001,-0.006,-0.001
$,@,34318,5942,5942,0,68,298463.000,2254,298463.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.036,-0.005,-0.006,-0.002
$,@,16053,5942,5942,0,68,298464.000,2254,298464.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,0.003,-0.000,-0.001
$,@,63883,5942,5942,0,68,298465.000,2254,298465.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.038,0.001,0.004,-0.004
$,@,39191,5942,5942,0,68,298466.000,2254,298466.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.037,-0.001,-0.017,0.002
$,@,27107,5942,5942,0,68,298467.000,2254,298467.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.038,0.006,-0.003,-0.001
$,@,8293,5942,5942,0,68,298468.000,2254,298468.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.038,0.005,-0.008,-0.006
$,@,14343,5942,5942,0,68,298469.000,2254,298469.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.039,-0.003,-0.001,0.002
$,@,50404,5942,5942,0,68,298470.000,2254,298470.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.040,0.001,-0.001,-0.001
$,@,1524,5942,5942,0,68,298471.000,2254,298471.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.038,0.003,-0.013,0.001
$,@,41322,5942,5942,0,68,298472.000,2254,298472.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.038,-0.004,-0.002,0.004
$,@,22242,5942,5942,0,68,298473.000,2254,298473.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.039,0.000,-0.006,0.003
$,@,65494,5942,5942,0,68,298474.000,2254,298474.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.038,0.004,0.000,0.002
$,@,5401,5942,5942,0,68,298475.000,2254,298475.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.037,0.003,-0.006,-0.002
$,@,16926,5942,5942,0,68,298476.000,2254,298476.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.039,0.003,-0.013,-0.001
$,@,56037,5942,5942,0,68,298477.000,2254,298477.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.037,-0.012,0.013,0.003
$,@,56103,5942,5942,0,68,298478.000,2254,298478.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.434,-0.036,0.003,0.005,-0.005
$,@,994,5942,5942,0,68,298479.000,2254,298479.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.035,0.000,-0.005,0.005
$,@,542,5942,5942,0,68,298480.000,2254,298480.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.432,-0.038,0.002,0.004,0.001
$,@,24167,5942,5942,0,68,298481.000,2254,298481.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.433,-0.035,-0.004,0.005,-0.002
$,@,51355,5942,5942,0,68,298482.000,2254,298482.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.434,-0.038,0.012,0.014,-0.010
$,@,8493,5942,5942,0,68,298483.000,2254,298483.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.947,-2.434,-0.036,-0.004,0.001,0.000
$,@,63647,5942,5942,0,68,298484.000,2254,298484.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.435,-0.038,-0.004,0.002,-0.008
$,@,12489,5942,5942,0,68,298485.000,2254,298485.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.437,-0.037,0.005,0.002,0.002
$,@,24588,5942,5942,0,68,298486.000,2254,298486.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.436,-0.037,-0.001,-0.003,-0.001
$,@,38097,5942,5942,0,68,298487.000,2254,298487.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.436,-0.038,-0.002,0.008,-0.006
$,@,16679,5942,5942,0,68,298488.000,2254,298488.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.946,-2.437,-0.038,-0.006,-0.004,-0.002
$,@,5776,5942,5942,0,68,298489.000,2254,298489.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.038,0.015,0.001,-0.006
$,@,30926,5942,5942,0,68,298490.000,2254,298490.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.038,0.000,0.015,-0.005
$,@,64438,5942,5942,0,68,298491.000,2254,298491.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.037,0.004,0.007,0.007
$,@,10051,5942,5942,0,68,298492.000,2254,298492.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.036,0.005,0.008,0.002
$,@,18221,5942,5942,0,68,298493.000,2254,298493.000,1,52,24,No Error,Fixed Ambiguities,Aux1,-6.945,-2.435,-0.037,-0.002,0.006,-0.001
